epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
140,31221.3,0.64422,0.41191,0.00821,0.76598,0.56839,0.57651,0.49424,0.73577,4.91968,0.01415,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,31426.8,0.64179,0.40976,0.00823,0.75818,0.56565,0.57832,0.49625,0.73774,4.91313,0.01419,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,31647,0.64939,0.41062,0.00824,0.78901,0.55358,0.57698,0.49545,0.73707,4.91358,0.01415,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,31894,0.65485,0.41488,0.00832,0.79331,0.55591,0.57727,0.49479,0.73805,4.91328,0.01417,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,32099.7,0.65292,0.41427,0.00817,0.79788,0.5547,0.57773,0.49492,0.7365,4.91121,0.0141,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,32298.6,0.64369,0.41657,0.00818,0.80113,0.55708,0.57786,0.49498,0.73552,4.91338,0.01407,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,32543.2,0.65525,0.42639,0.00828,0.79798,0.55708,0.57804,0.49501,0.73404,4.91182,0.01407,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,32743.9,0.64557,0.42101,0.00823,0.79993,0.55708,0.57867,0.49543,0.73198,4.91339,0.01406,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,32939.6,0.63889,0.40735,0.00817,0.81061,0.55928,0.57865,0.49533,0.73198,4.90742,0.01402,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,33186.6,0.65465,0.41616,0.00822,0.81517,0.55689,0.57903,0.49545,0.73,4.9072,0.01399,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,33393.3,0.63626,0.40188,0.00807,0.79865,0.55781,0.57868,0.49485,0.7283,4.90909,0.01394,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,33625,0.63581,0.39976,0.00807,0.80104,0.5578,0.57937,0.49533,0.72694,4.90384,0.01389,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,33829.9,0.63969,0.39915,0.00811,0.79466,0.55632,0.57997,0.49567,0.72634,4.90391,0.01387,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,34006,0.6344,0.39904,0.00813,0.79627,0.55663,0.58173,0.4961,0.72861,4.89821,0.01392,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,34186.1,0.62977,0.40155,0.00805,0.79512,0.55698,0.58406,0.49681,0.72827,4.90015,0.0139,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,34428.5,0.62728,0.39747,0.00796,0.76698,0.56658,0.58382,0.49791,0.72888,4.89681,0.01388,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
