epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,1767.87,0.47991,0.21257,0.00714,0.95171,0.96671,0.97473,0.78587,0.79203,0.36088,0.019,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,1892.54,0.47444,0.20882,0.00711,0.95119,0.96458,0.9746,0.78833,0.78973,0.36421,0.0189,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,2017.16,0.47287,0.20538,0.00694,0.95323,0.9673,0.97512,0.78693,0.79083,0.35691,0.01893,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,2141.86,0.47794,0.20826,0.00703,0.95163,0.96492,0.97459,0.78664,0.78837,0.36125,0.01882,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,2266.44,0.47741,0.20899,0.00698,0.95666,0.96233,0.9748,0.78738,0.78817,0.363,0.01882,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,2392.25,0.46892,0.20639,0.00696,0.95629,0.9673,0.97519,0.78714,0.78863,0.36196,0.01882,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,2517.79,0.48084,0.22297,0.00709,0.95684,0.96644,0.97541,0.78682,0.78832,0.36071,0.01881,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,2643.59,0.47309,0.20983,0.00712,0.95497,0.96458,0.97464,0.78769,0.78848,0.36532,0.01879,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,2769.3,0.45977,0.19902,0.00696,0.95669,0.96294,0.97467,0.78835,0.78937,0.36388,0.0188,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,2894.88,0.4724,0.21181,0.00693,0.95942,0.9564,0.97469,0.78541,0.79243,0.3622,0.01887,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,3020.39,0.46787,0.20047,0.00692,0.94919,0.96722,0.97503,0.78565,0.79429,0.36177,0.01894,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,3145.96,0.46203,0.20169,0.00694,0.94925,0.96842,0.97508,0.784,0.79768,0.36338,0.01902,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,3271.35,0.4654,0.20588,0.00698,0.95514,0.95913,0.97488,0.78274,0.79826,0.36553,0.01906,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,3395.72,0.47057,0.21087,0.00706,0.95801,0.9564,0.97451,0.78405,0.79949,0.37013,0.01911,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,3520.28,0.45907,0.21188,0.00688,0.95671,0.9634,0.97453,0.78445,0.7996,0.36797,0.01915,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,3644.97,0.46,0.20185,0.00684,0.95666,0.96227,0.97478,0.78381,0.80123,0.36068,0.01918,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,3769.6,0.45865,0.2072,0.00676,0.9619,0.96297,0.975,0.78389,0.80206,0.36061,0.01924,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,3894.18,0.45374,0.201,0.00672,0.95394,0.95943,0.9747,0.7819,0.7997,0.37772,0.0193,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,4018.73,0.45893,0.20053,0.00679,0.95907,0.95774,0.97497,0.78193,0.8032,0.37059,0.0194,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
